# =========================================== 
# Initialization time: 2023-01-13T16:30:16Z
# <module>, <HEX ID>, <timestamp>, <sensors>...
# ------------------------------------------- 
07, 894a2d, 2023-01-17T15:27:14Z, 19.50, 19.13, 19.00, 19.19, 19.31, 19.50, 19.56, 19.63
08, 554f2d, 2023-01-17T15:27:21Z, 17.13, 17.00, 16.88, 17.00, 17.00, 17.00, 16.44, 12.13
02, 50163d, 2023-01-17T15:27:38Z, 17.00, 16.94, 17.00, 17.06, 17.06, 17.00, 16.63, 13.00
03, 49da2e, 2023-01-17T15:27:45Z, 18.88, 18.56, 18.56, 18.50, 18.50, 18.31, 18.38, 18.63
04, f2f12d, 2023-01-17T15:27:52Z, 19.38, 19.50, 19.50, 19.50, 19.69, 19.75, 20.44, 19.75
05, 5bdc2e, 2023-01-17T15:27:59Z, 18.25, 18.69, 19.38, 19.81, 19.75, 19.38, 18.81, 18.56
06, 66f43c, 2023-01-17T15:28:06Z, 19.50, 19.81, 19.69, 19.75, 19.88, 19.94, 20.19, 20.19
07, 894a2d, 2023-01-17T15:28:13Z, 19.50, 19.19, 19.00, 19.19, 19.31, 19.56, 19.63, 19.69
08, 554f2d, 2023-01-17T15:28:20Z, 17.13, 17.00, 16.88, 16.94, 16.94, 17.00, 16.38, 11.81
02, 50163d, 2023-01-17T15:28:37Z, 17.00, 16.94, 17.00, 17.06, 17.06, 17.00, 16.50, 12.69
03, 49da2e, 2023-01-17T15:28:45Z, 18.88, 18.56, 18.63, 18.50, 18.50, 18.38, 18.38, 18.69
04, f2f12d, 2023-01-17T15:28:52Z, 19.38, 19.56, 19.56, 19.56, 19.69, 19.75, 20.50, 19.75
05, 5bdc2e, 2023-01-17T15:28:59Z, 18.31, 18.75, 19.38, 19.81, 19.81, 19.44, 18.88, 18.63
06, 66f43c, 2023-01-17T15:29:06Z, 19.50, 19.81, 19.69, 19.69, 19.88, 19.94, 20.19, 20.13
07, 894a2d, 2023-01-17T15:29:13Z, 19.50, 19.19, 19.00, 19.25, 19.38, 19.56, 19.63, 19.69
08, 554f2d, 2023-01-17T15:29:20Z, 17.13, 17.00, 16.88, 16.94, 17.00, 17.00, 16.31, 11.50
02, 50163d, 2023-01-17T15:29:37Z, 17.00, 16.94, 17.06, 17.13, 17.06, 17.06, 16.50, 12.38
03, 49da2e, 2023-01-17T15:29:44Z, 18.88, 18.63, 18.63, 18.50, 18.50, 18.38, 18.44, 18.69
04, f2f12d, 2023-01-17T15:29:51Z, 19.38, 19.56, 19.56, 19.56, 19.69, 19.81, 20.50, 19.81
05, 5bdc2e, 2023-01-17T15:29:58Z, 18.31, 18.75, 19.38, 19.88, 19.81, 19.50, 18.88, 18.69
06, 66f43c, 2023-01-17T15:30:05Z, 19.56, 19.81, 19.69, 19.81, 19.94, 20.00, 20.25, 20.25
07, 894a2d, 2023-01-17T15:30:12Z, 19.50, 19.19, 19.00, 19.25, 19.38, 19.63, 19.69, 19.69
08, 554f2d, 2023-01-17T15:30:19Z, 17.13, 17.00, 16.88, 17.00, 17.00, 17.00, 16.25, 11.13
02, 50163d, 2023-01-17T15:30:37Z, 17.00, 17.00, 17.00, 17.13, 17.06, 17.00, 16.38, 12.13
03, 49da2e, 2023-01-17T15:30:44Z, 18.88, 18.63, 18.63, 18.50, 18.50, 18.38, 18.44, 18.69
04, f2f12d, 2023-01-17T15:30:51Z, 19.38, 19.56, 19.56, 19.56, 19.69, 19.81, 20.50, 19.81
05, 5bdc2e, 2023-01-17T15:30:58Z, 18.31, 18.75, 19.38, 19.88, 19.81, 19.44, 18.88, 18.69
06, 66f43c, 2023-01-17T15:31:05Z, 19.56, 19.81, 19.69, 19.75, 19.94, 19.94, 20.19, 20.19
